id,suburb,fuel_code,Feb_2017,Mar_2017,Aug_2017,Sep_2017,Oct_2017,Nov_2017,Dec_2017,Jan_2018,Jun_2018,Oct_2019
10517,Prestons,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10518,Prospect,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10519,Punchbowl,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10520,Putney,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10521,Pymble,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10522,Pyrmont,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10523,Quakers Hill,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10524,Queens Park,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10525,Queenscliff,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10526,Raby,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10527,Ramsgate,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10528,Ramsgate Beach,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10529,Randwick,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10530,Redfern,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10531,Regents Park,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10532,Regentville,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10533,Revesby,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10534,Revesby Heights,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10535,Rhodes,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10536,Richmond,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10537,Richmond Lowlands,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10538,Riverstone,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10539,Riverview,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10540,Riverwood,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10541,Rockdale,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10542,Rodd Point,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10543,Rookwood,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10544,Rooty Hill,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10545,Ropes Crossing,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10546,Rose Bay,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10547,Rosebery,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10548,Rosehill,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10549,Roselands,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10550,Rosemeadow,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10551,Roseville,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10552,Roseville Chase,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10553,Rossmore,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10554,Rouse Hill,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10555,Royal National Park,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10556,Rozelle,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10557,Ruse,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10558,Rushcutters Bay,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10559,Russell Lea,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10560,Rydalmere,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10561,Ryde,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10562,Sackville,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10563,Sackville North,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10564,Sadleir,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10565,Sandringham,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10566,Sandy Point,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10567,Sans Souci,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10568,Scheyville,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10569,Schofields,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10570,Scotland Island,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10571,Seaforth,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10572,Sefton,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10573,Seven Hills,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10574,Shalvey,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10575,Shanes Park,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10576,Silverwater,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10577,Singletons Mill,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10578,Smeaton Grange,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10579,Smithfield,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10580,South Coogee,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10581,South Granville,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10582,South Hurstville,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10583,South Maroota,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10584,South Penrith,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10585,South Turramurra,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10586,South Wentworthville,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10587,South Windsor,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10588,Spring Farm,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10589,St Andrews,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10590,St Clair,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10591,St Helens Park,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10592,St Ives,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10593,St Ives Chase,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10594,St Johns Park,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10595,St Leonards,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10596,St Marys,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10597,St Peters,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10598,Stanhope Gardens,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10599,Stanmore,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10600,Strathfield,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10601,Strathfield South,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10602,Summer Hill,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10603,Surry Hills,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10604,Sutherland,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10605,Sydenham,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10606,Sydney,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10607,Sydney Olympic Park,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10608,Sylvania,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10609,Sylvania Waters,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10610,Tamarama,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10611,Taren Point,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10612,Telopea,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10613,Tempe,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10614,Tennyson,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10615,Tennyson Point,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10616,Terrey Hills,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10617,The Ponds,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10618,The Rocks,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10619,The Slopes,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10620,Thornleigh,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10621,Toongabbie,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10622,Tregear,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10623,Turramurra,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10624,Turrella,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10625,Ultimo,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10626,Varroville,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10627,Vaucluse,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10628,Villawood,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10629,Vineyard,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10630,Voyager Point,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10631,Wahroonga,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10632,Waitara,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10633,Wakeley,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10634,Wallacia,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10635,Wareemba,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10636,Warrawee,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10637,Warriewood,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10638,Warwick Farm,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10639,Waterfall,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10640,Waterloo,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10641,Watsons Bay,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10642,Wattle Grove,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10643,Waverley,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10644,Waverton,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10645,Wedderburn,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10646,Wentworth Point,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10647,Wentworthville,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10648,Werrington,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10649,Werrington County,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10650,Werrington Downs,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10651,West Hoxton,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10652,West Killara,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10653,West Lindfield,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10654,West Pennant Hills,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10655,West Pymble,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10656,West Ryde,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10657,Westleigh,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10658,Westmead,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10659,Wetherill Park,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10660,Whalan,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10661,Whale Beach,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10662,Wheeler Heights,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10663,Wilberforce,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10664,Wiley Park,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10665,Willmot,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10666,Willoughby,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10667,Willoughby East,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10668,Windsor,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10669,Windsor Downs,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10670,Winston Hills,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10671,Wisemans Ferry,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10672,Wolli Creek,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10673,Wollstonecraft,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10674,Woodbine,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10675,Woodcroft,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10676,Woodpark,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10677,Woollahra,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10678,Woolloomooloo,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10679,Woolooware,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10680,Woolwich,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10681,Woronora,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10682,Woronora Heights,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10683,Yagoona,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10684,Yarramundi,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10685,Yarrawarrah,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10686,Yennora,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10687,Yowie Bay,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10688,Zetland,CNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
