id,suburb,fuel_code,Jun_2018,Nov_2018,Feb_2019,Mar_2019,May_2019,Jun_2019,Jul_2019,Aug_2019,Oct_2019
10571,Seaforth,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10572,Sefton,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10573,Seven Hills,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10574,Shalvey,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10575,Shanes Park,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10576,Silverwater,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10577,Singletons Mill,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10578,Smeaton Grange,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10579,Smithfield,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10580,South Coogee,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10581,South Granville,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10582,South Hurstville,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10583,South Maroota,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10584,South Penrith,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10585,South Turramurra,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10586,South Wentworthville,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10587,South Windsor,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10588,Spring Farm,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10589,St Andrews,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10590,St Clair,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10591,St Helens Park,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10592,St Ives,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10593,St Ives Chase,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10594,St Johns Park,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10595,St Leonards,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10596,St Marys,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10597,St Peters,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10598,Stanhope Gardens,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10599,Stanmore,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10600,Strathfield,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10601,Strathfield South,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10602,Summer Hill,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10603,Surry Hills,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10604,Sutherland,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10605,Sydenham,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10606,Sydney,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10607,Sydney Olympic Park,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10608,Sylvania,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10609,Sylvania Waters,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10610,Tamarama,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10611,Taren Point,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10612,Telopea,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10613,Tempe,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10614,Tennyson,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10615,Tennyson Point,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10616,Terrey Hills,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10617,The Ponds,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10618,The Rocks,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10619,The Slopes,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10620,Thornleigh,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10621,Toongabbie,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10622,Tregear,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10623,Turramurra,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10624,Turrella,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10625,Ultimo,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10626,Varroville,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10627,Vaucluse,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10628,Villawood,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10629,Vineyard,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10630,Voyager Point,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10631,Wahroonga,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10632,Waitara,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10633,Wakeley,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10634,Wallacia,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10635,Wareemba,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10636,Warrawee,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10637,Warriewood,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10638,Warwick Farm,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10639,Waterfall,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10640,Waterloo,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10641,Watsons Bay,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10642,Wattle Grove,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10643,Waverley,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10644,Waverton,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10645,Wedderburn,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10646,Wentworth Point,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10647,Wentworthville,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10648,Werrington,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10649,Werrington County,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10650,Werrington Downs,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10651,West Hoxton,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10652,West Killara,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10653,West Lindfield,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10654,West Pennant Hills,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10655,West Pymble,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10656,West Ryde,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10657,Westleigh,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10658,Westmead,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10659,Wetherill Park,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10660,Whalan,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10661,Whale Beach,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10662,Wheeler Heights,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10663,Wilberforce,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10664,Wiley Park,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10665,Willmot,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10666,Willoughby,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10667,Willoughby East,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10668,Windsor,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10669,Windsor Downs,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10670,Winston Hills,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10671,Wisemans Ferry,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10672,Wolli Creek,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10673,Wollstonecraft,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10674,Woodbine,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10675,Woodcroft,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10676,Woodpark,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10677,Woollahra,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10678,Woolloomooloo,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10679,Woolooware,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10680,Woolwich,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10681,Woronora,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10682,Woronora Heights,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10683,Yagoona,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10684,Yarramundi,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10685,Yarrawarrah,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10686,Yennora,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10687,Yowie Bay,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10688,Zetland,EV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
